COD_USU;SEX_USU;FEC_NAC_USU;EDAD_USU;GRU_ET;PAI_USU;TIE_DIS;LEN_MAT;AUT_IDE_ET;NOM_CEN;FEC_ING;PER_ING;TIP_SEG_SAL;EST_ACT;FEC_EGR;MOT_EGR
CDFSJT00001;1;2022-08-08;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-01-04;1;1;1;No aplica;11
CDFSJT00001;1;2016-08-27;9;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-01-09;1;1;1;No aplica;11
CDFSJT00001;1;2013-09-05;12;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2022-09-15;1;1;1;No aplica;11
CDFSJT00001;1;2009-03-24;16;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-03-25;1;1;1;No aplica;11
CDFSJT00002;2;2022-11-16;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-03;1;2;1;No aplica;11
CDFSJT00002;1;2018-04-30;7;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-03;1;1;1;No aplica;11
CDFSJT00003;2;2023-10-23;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-03;1;1;1;No aplica;11
CDFSJT00003;1;2018-02-11;8;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-03;1;1;1;No aplica;11
CDFSJT00003;2;2012-12-12;13;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-03;1;1;1;No aplica;11
CDFSJT00004;1;2023-05-21;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-03-20;1;1;1;No aplica;11
CDFSJT00005;2;2021-10-15;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-03-25;1;1;1;No aplica;11
CDFSJT00006;1;2024-05-18;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-08-22;1;1;1;No aplica;11
CDFSJT00006;2;2022-02-14;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-01-16;1;1;1;No aplica;11
CDFSJT00007;2;2021-08-24;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-01-04;1;1;1;No aplica;11
CDFSJT00008;1;2023-09-14;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-12;1;1;1;No aplica;11
CDFSJT00009;2;2020-06-19;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2022-03-29;1;1;1;No aplica;11
CDFSJT00010;2;2024-05-23;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-06-10;1;2;1;No aplica;11
CDFSJT00010;2;2024-05-23;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-06-10;1;2;1;No aplica;11
CDFSJT00011;2;2020-09-27;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-12-10;1;1;1;No aplica;11
CDFSJT00012;2;2023-09-25;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-28;1;1;1;No aplica;11
CDFSJT00012;2;2020-12-02;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-28;1;1;1;No aplica;11
CDFSJT00013;2;2022-07-20;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-11-12;1;1;1;No aplica;11
CDFSJT00013;2;2012-10-03;13;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-13;1;1;1;No aplica;11
CDFSJT00014;2;2023-07-28;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-03-03;1;2;1;No aplica;11
CDFSJT00014;2;2021-07-04;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-04-01;1;2;1;No aplica;11
CDFSJT00014;1;2019-09-09;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-04-01;1;2;1;No aplica;11
CDFSJT00015;2;2020-07-18;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-24;1;1;1;No aplica;11
CDFSJT00016;1;2022-09-05;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-02-05;1;1;1;No aplica;11
CDFSJT00017;2;2019-06-05;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-10-15;1;1;1;No aplica;11
CDFSJT00018;2;2021-08-26;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-22;1;2;1;No aplica;11
CDFSJT00019;1;2024-05-01;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-07;1;1;1;No aplica;11
CDFSJT00020;2;2023-11-24;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-22;1;1;1;No aplica;11
CDFSJT00021;2;2022-11-25;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-04-24;1;1;1;No aplica;11
CDFSJT00022;2;2019-05-28;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-07;1;2;1;No aplica;11
CDFSJT00023;2;2019-12-07;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2022-01-19;1;1;1;No aplica;11
CDFSJT00024;2;2021-05-27;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-27;1;1;1;No aplica;11
CDFSJT00024;1;2015-08-21;10;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-27;1;1;1;No aplica;11
CDFSJT00025;2;2021-06-24;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-17;1;1;1;No aplica;11
CDFSJT00025;2;2021-06-24;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-17;1;1;1;No aplica;11
CDFSJT00026;2;2023-10-16;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-03-12;1;1;1;No aplica;11
CDFSJT00026;2;2020-05-06;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-03-12;1;1;1;No aplica;11
CDFSJT00026;2;2015-05-30;10;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-06;1;1;1;No aplica;11
CDFSJT00027;2;2018-12-22;7;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-08;1;1;1;No aplica;11
CDFSJT00027;1;2014-03-03;11;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-08;1;1;1;No aplica;11
CDFSJT00028;2;2019-12-10;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-20;1;1;1;No aplica;11
CDFSJT00029;2;2024-03-31;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-09-03;1;1;1;No aplica;11
CDFSJT00030;1;2016-12-31;9;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-12;1;1;1;No aplica;11
CDFSJT00030;2;2012-06-25;13;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-12;1;1;1;No aplica;11
CDFSJT00030;1;2022-04-16;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-12;1;1;1;No aplica;11
CDFSJT00031;2;2019-10-18;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2022-01-19;1;1;1;No aplica;11
CDFSJT00032;2;2022-02-26;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-06-12;1;1;2;2026-02-27;1
CDFSJT00033;1;2020-05-17;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-02-07;1;1;1;No aplica;11
CDFSJT00034;2;2016-12-15;9;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-06;1;1;1;No aplica;11
CDFSJT00035;1;2013-09-30;12;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-02-13;1;1;1;No aplica;11
CDFSJT00036;2;2021-04-11;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-06;1;1;1;No aplica;11
CDFSJT00037;1;2022-07-01;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-03;1;1;1;No aplica;11
CDFSJT00038;2;2021-08-29;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-07-17;1;1;1;No aplica;11
CDFSJT00039;1;2021-03-24;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-02-21;1;1;1;No aplica;11
CDFSJT00040;2;2021-02-16;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-08-28;1;1;1;No aplica;11
CDFSJT00041;2;2017-08-08;8;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-16;1;2;1;No aplica;11
CDFSJT00042;2;2024-11-09;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-14;1;1;1;No aplica;11
CDFSJT00043;1;2024-05-31;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-08-25;1;1;1;No aplica;11
CDFSJT00044;2;2013-06-21;12;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-07;1;1;1;No aplica;11
CDFSJT00045;1;2022-11-06;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-14;1;1;1;No aplica;11
CDFSJT00045;2;2017-06-20;8;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-14;1;1;1;No aplica;11
CDFSJT00045;1;2012-09-16;13;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-14;1;1;1;No aplica;11
CDFSJT00046;1;2022-09-05;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-01-17;1;1;1;No aplica;11
CDFSJT00047;2;2022-04-22;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-02-09;1;2;1;No aplica;11
CDFSJT00048;1;2020-09-30;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-08-15;1;1;1;No aplica;11
CDFSJT00049;2;2022-12-02;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-07;1;1;1;No aplica;11
CDFSJT00049;1;2016-07-11;9;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-07;1;1;1;No aplica;11
CDFSJT00049;2;2012-09-25;13;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-07;1;1;1;No aplica;11
CDFSJT00050;1;2023-08-23;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-03-17;1;1;1;No aplica;11
CDFSJT00051;2;2024-01-10;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-04-11;1;1;1;No aplica;11
CDFSJT00052;2;2022-04-15;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-01;1;1;1;No aplica;11
CDFSJT00052;2;2016-02-05;10;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-04-05;1;1;1;No aplica;11
CDFSJT00053;1;2022-11-05;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-05-06;1;1;1;No aplica;11
CDFSJT00054;2;2013-06-18;12;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-02-16;1;2;1;No aplica;11
CDFSJT00055;1;2022-11-19;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-01-19;1;1;1;No aplica;11
CDFSJT00055;2;2018-05-13;7;3;COLOMBIA;3;10;7;CEDIF SAN JUDAS TADEO;2023-03-15;1;1;1;No aplica;11
CDFSJT00055;2;2014-12-15;11;3;VENEZUELA;3;10;7;CEDIF SAN JUDAS TADEO;2024-01-19;1;1;1;No aplica;11
CDFSJT00056;1;2022-11-20;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-05-06;1;1;1;No aplica;11
CDFSJT00057;2;2023-09-05;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-30;1;2;1;No aplica;11
CDFSJT00057;1;2017-09-25;8;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-30;1;2;1;No aplica;11
CDFSJT00058;2;2022-01-17;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-24;1;1;1;No aplica;11
CDFSJT00058;2;2020-02-17;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-24;1;2;1;No aplica;11
CDFSJT00058;2;2014-08-27;11;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-24;1;2;1;No aplica;11
CDFSJT00059;2;2022-01-07;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-02-01;1;1;1;No aplica;11
CDFSJT00060;1;2023-11-01;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-02;1;1;1;No aplica;11
CDFSJT00061;2;2023-02-26;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-04-18;1;2;1;No aplica;11
CDFSJT00061;1;2020-03-07;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-07-15;1;2;1;No aplica;11
CDFSJT00061;1;2011-09-11;14;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-06;1;1;1;No aplica;11
CDFSJT00062;2;2023-01-05;3;2;ESPAÑA;3;10;7;CEDIF SAN JUDAS TADEO;2024-10-01;1;1;1;No aplica;11
CDFSJT00063;1;2023-04-27;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-17;1;1;1;No aplica;11
CDFSJT00064;1;2022-02-22;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-11;1;1;1;No aplica;11
CDFSJT00065;2;2014-02-24;12;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-10;1;1;1;No aplica;11
CDFSJT00065;1;2012-07-14;13;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-10;1;1;1;No aplica;11
CDFSJT00065;1;2009-01-18;17;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-10;1;1;1;No aplica;11
CDFSJT00066;2;2023-02-20;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-07;1;1;1;No aplica;11
CDFSJT00067;1;2022-06-07;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-27;1;1;1;No aplica;11
CDFSJT00067;1;2020-06-30;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-27;1;1;1;No aplica;11
CDFSJT00068;1;2023-06-26;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-10-06;1;1;1;No aplica;11
CDFSJT00069;2;2022-04-27;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-08-10;1;2;1;No aplica;11
CDFSJT00070;2;2021-01-05;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-02-12;1;1;1;No aplica;11
CDFSJT00071;2;2023-09-21;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-03;1;1;1;No aplica;11
CDFSJT00072;2;2020-05-05;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-03;1;1;1;No aplica;11
CDFSJT00073;1;2023-05-06;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-10-01;1;1;1;No aplica;11
CDFSJT00073;2;2021-02-17;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-10-01;1;2;1;No aplica;11
CDFSJT00073;1;2017-03-24;8;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-10-03;1;1;1;No aplica;11
CDFSJT00073;2;2014-06-30;11;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-10-03;1;1;1;No aplica;11
CDFSJT00074;1;2020-08-21;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-22;1;1;1;No aplica;11
CDFSJT00074;1;2020-08-21;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-22;1;1;1;No aplica;11
CDFSJT00074;1;2014-02-13;12;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-12;1;1;1;No aplica;11
CDFSJT00075;2;2023-12-24;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-13;1;1;1;No aplica;11
CDFSJT00076;2;2024-07-06;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-26;1;1;1;No aplica;11
CDFSJT00077;2;2024-01-06;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-26;1;1;1;No aplica;11
CDFSJT00078;2;2019-01-01;7;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-01-16;1;1;1;No aplica;11
CDFSJT00078;1;2016-10-10;9;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-01-16;1;1;1;No aplica;11
CDFSJT00079;2;2022-11-09;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-06-03;1;2;1;No aplica;11
CDFSJT00080;1;2023-10-08;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-13;1;1;1;No aplica;11
CDFSJT00081;1;2022-07-22;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-10-16;1;1;1;No aplica;11
CDFSJT00082;2;2021-03-23;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-02-09;1;1;1;No aplica;11
CDFSJT00083;2;2021-03-16;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-02-27;1;1;1;No aplica;11
CDFSJT00084;1;2021-01-19;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-01-09;1;1;1;No aplica;11
CDFSJT00085;1;2023-12-07;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-23;1;1;1;No aplica;11
CDFSJT00085;2;2021-08-05;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-23;1;1;1;No aplica;11
CDFSJT00086;1;2023-04-26;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-03-13;1;1;1;No aplica;11
CDFSJT00087;2;2022-03-02;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-02;1;1;1;No aplica;11
CDFSJT00087;1;2014-12-08;11;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-03-19;1;1;1;No aplica;11
CDFSJT00088;1;2022-06-18;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-04-23;1;1;1;No aplica;11
CDFSJT00089;2;2024-04-09;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-28;1;2;1;No aplica;11
CDFSJT00090;2;2024-01-03;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-28;1;1;1;No aplica;11
CDFSJT00090;1;2021-06-16;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-28;1;1;1;No aplica;11
CDFSJT00091;1;2024-10-26;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-19;1;1;1;No aplica;11
CDFSJT00092;1;2024-04-23;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-28;1;1;1;No aplica;11
CDFSJT00093;2;2019-10-04;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2026-01-21;1;1;1;No aplica;11
CDFSJT00094;1;2023-08-14;2;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-10;1;1;1;No aplica;11
CDFSJT00095;1;2022-07-20;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-01-08;1;1;2;2026-02-27;10
CDFSJT00096;2;2021-09-14;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2024-05-03;1;1;2;2026-02-27;10
CDFSJT00097;1;2021-05-08;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-03-22;1;1;2;2026-02-27;10
CDFSJT00097;1;2011-11-26;14;4;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-03-22;1;1;2;2026-02-27;10
CDFSJT00098;2;2021-07-30;4;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2023-05-10;1;1;2;2026-02-27;10
CDFSJT00099;2;2020-12-04;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-15;1;1;2;2026-02-27;10
CDFSJT00100;1;2022-03-17;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-01-28;1;1;2;2026-02-27;10
CDFSJT00101;2;2019-12-22;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-06;1;1;2;2026-02-27;10
CDFSJT00101;2;2017-06-30;8;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-06;1;1;2;2026-02-27;10
CDFSJT00101;1;2014-07-17;11;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-06;1;1;2;2026-02-27;10
CDFSJT00094;1;2020-04-26;5;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-10;1;1;2;2026-02-02;10
CDFSJT00103;2;2022-07-10;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-02-13;1;1;2;2026-02-27;10
CDFSJT00104;2;2020-02-14;6;3;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-06-20;1;1;2;2026-02-27;10
CDFSJT00105;1;2022-09-15;3;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-09-09;1;1;2;2026-02-27;10
CDFSJT00106;1;2025-02-06;1;2;PERÚ;3;10;7;CEDIF SAN JUDAS TADEO;2025-11-18;1;1;2;2026-02-27;10
398;2;2015-12-06;10;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2022-07-25;1;1;1;No aplica;11
415;2;2014-10-26;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2022-08-26;1;1;1;No aplica;11
297;1;2018-04-20;7;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2022-02-25;1;1;1;No aplica;11
297;1;2012-03-01;13;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2022-02-25;3;1;1;No aplica;11
446;1;2017-10-28;8;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-03-27;1;1;1;No aplica;11
449;2;2015-04-07;10;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-03-27;1;1;2;2026-01-29;1
453;1;2014-05-01;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-03-27;1;1;1;No aplica;11
454;1;2017-01-04;9;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-03-27;1;1;1;No aplica;11
454;2;2015-01-10;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-03-27;1;1;1;No aplica;11
457;1;2018-09-12;7;3;PERÚ;2;10;7;CEDIF CAJAMARCA;2023-04-24;1;1;1;No aplica;11
459;2;2014-11-25;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-04-24;1;1;1;No aplica;11
461;1;2016-07-02;9;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-04-24;1;1;1;No aplica;11
463;2;2010-07-26;15;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-04-24;1;1;1;No aplica;11
472;1;2014-09-17;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-06-26;1;1;1;No aplica;11
472;2;2008-03-13;17;4;PERÚ;1;10;7;CEDIF CAJAMARCA;2023-06-26;3;1;1;No aplica;11
479;2;2017-03-25;8;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-06-26;1;1;1;No aplica;11
479;2;2014-11-03;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-06-26;1;1;1;No aplica;11
479;2;2013-03-19;12;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-06-26;1;1;1;No aplica;11
479;1;2010-12-15;15;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-06-26;3;1;1;No aplica;11
482;2;2016-04-24;9;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-07-27;1;2;1;No aplica;11
484;1;2013-08-04;12;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-07-27;1;1;1;No aplica;11
488;1;2008-07-17;17;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-08-25;3;1;1;No aplica;11
495;1;2019-10-03;6;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-10-27;1;1;1;No aplica;11
495;2;2017-01-20;9;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-10-27;1;1;1;No aplica;11
495;1;2010-10-28;15;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-10-27;3;1;1;No aplica;11
496;2;2014-03-10;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-10-27;1;2;1;No aplica;11
505;1;2014-02-01;12;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-11-27;3;1;1;No aplica;11
506;2;2016-09-15;9;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-11-27;1;1;1;No aplica;11
506;1;2014-07-25;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-11-27;1;1;1;No aplica;11
509;2;2018-12-14;7;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-11-27;1;1;1;No aplica;11
509;1;2016-05-22;9;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-11-27;1;1;1;No aplica;11
513;2;2012-05-05;13;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-01-26;1;1;2;2026-01-29;1
513;2;2010-08-08;15;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-01-26;1;1;2;2026-01-29;1
519;1;2009-10-04;16;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-01-26;1;1;2;2026-02-27;1
530;2;2014-01-20;12;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-01-26;1;1;1;No aplica;11
533;2;2018-12-16;7;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-01-26;1;1;2;2026-02-27;4
536;2;2019-02-27;7;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-03-12;1;1;1;No aplica;11
536;2;2016-10-06;9;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-03-12;1;1;1;No aplica;11
536;2;2010-03-06;15;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-03-12;3;1;1;No aplica;11
537;2;2015-02-03;11;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-03-15;1;1;1;No aplica;11
537;2;2012-10-02;13;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-03-15;4;1;1;No aplica;11
539;2;2012-07-24;13;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-03-12;1;1;1;No aplica;11
505;1;2021-02-01;5;2;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-03-13;1;1;1;No aplica;11
544;1;2017-07-27;8;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-03-18;1;1;1;No aplica;11
544;2;2015-06-29;10;3;PERÚ;3;10;7;CEDIF CAJAMARCA;2023-03-18;1;1;1;No aplica;11
544;1;2010-11-17;15;4;PERÚ;1;10;7;CEDIF CAJAMARCA;2023-03-18;1;1;1;No aplica;11
545;1;2011-06-06;14;4;PERÚ;3;10;7;CEDIF CAJAMARCA;2024-05-12;3;1;1;No aplica;11
